filename,width,height,class,xmin,ymin,xmax,ymax
youtube-44_jpg.rf.c2387a59f20ad9ed9ef5081259c40dcd.jpg,640,640,Scissors,95,78,463,565
IMG_7079_MOV-134_jpg.rf.c23103fcc4e2fc46215ae91c80fec3a7.jpg,640,640,Scissors,53,466,378,640

egohands-public-1624576228343_png_jpg.rf.c25e770830ba3a782bff8251232187d4.jpg,640,640,Scissors,357,145,630,352
IMG_7077_MOV-94_jpg.rf.c268bcd248d9abe86c0f52ff595310be.jpg,640,640,Paper,309,344,448,417
egohands-public-1625012650092_png_jpg.rf.c26690abe2f4aab7f9dfaab985d138b8.jpg,640,640,Paper,26,380,280,621
youtube-103_jpg.rf.c29149476a96385376e06db41818a4f4.jpg,640,640,Scissors,245,170,517,438
zoom_tests_RockPaperScissors-mohamed_mp4-128_jpg.rf.c2b896a6fd0c2a9b550d15291e85747d.jpg,640,640,Paper,152,0,445,395
20220216_222247_jpg.rf.c2ccc2d3c9d95122778959ee13fed4b0.jpg,640,640,Paper,179,318,554,506
IMG_5636_MOV-20_jpg.rf.c273a121333ba09d948649d977a3915e.jpg,640,640,Paper,22,367,331,464
zoom_tests_RockPaperScissors-mohamed_mp4-64_jpg.rf.c2a5e4563e1ec81109f8484fab0b7ee2.jpg,640,640,Rock,57,285,176,542
IMG_5567_mp4-22_jpg.rf.c30b4207f372f6915ebb7865d2d23ada.jpg,640,640,Scissors,210,353,347,457
0031_png.rf.c2ebde2e621c193ecb31bca94ec888ef.jpg,640,640,Scissors,172,347,234,465
0031_png.rf.c2ebde2e621c193ecb31bca94ec888ef.jpg,640,640,Scissors,283,399,398,502


egohands-public-1622748413171_png_jpg.rf.c30d81327afb3919ac26dad300744c38.jpg,640,640,Paper,312,293,559,428

egohands-public-1624035530021_png_jpg.rf.c32b12cca29bc521c0732ea3b9e45942.jpg,640,640,Paper,97,249,464,527
0345_png.rf.c32a869867f26e3b222f8e85487b85e3.jpg,640,640,Paper,186,478,293,609


zoom_tests_RockPaperScissors-mohamed_mp4-25_jpg.rf.c346e66034eb164b2f00d8b4eaf6a772.jpg,640,640,Rock,109,287,266,640

IMG_5567_mp4-17_jpg.rf.c373579fd8f407a174e7617c64e2fde8.jpg,640,640,Scissors,269,351,400,448
egohands-public-1623358704794_png_jpg.rf.c36c5026d7be94a74c085f97f510d931.jpg,640,640,Rock,327,252,492,430
IMG_7079_MOV-64_jpg.rf.c3310828a7ace3467eae5eb7566edaff.jpg,640,640,Paper,153,212,640,430
zoom_tests_RockPaperScissors-mohamed_mp4-119_jpg.rf.c37aed763737775b687c73b92b6ac64d.jpg,640,640,Paper,0,60,284,550
IMG_5567_mp4-41_jpg.rf.c37bcc009555d808a9532f950e1f4494.jpg,640,640,Rock,231,341,349,419
0327_png.rf.c37b58d426ba7908669564b9d6f7c2dc.jpg,640,640,Rock,379,432,445,532
0327_png.rf.c37b58d426ba7908669564b9d6f7c2dc.jpg,640,640,Rock,184,499,229,575
egohands-public-1622746667780_png_jpg.rf.c380863498ba24e1ce41e4ae88c55868.jpg,640,640,Rock,432,225,578,422

egohands-public-1626386612682_png_jpg.rf.c39c03b0db615198f1e62a39652bdc8f.jpg,640,640,Rock,174,437,402,640
IMG_5567_mp4-116_jpg.rf.c38953e16800275004ab0f9c1e39cb47.jpg,640,640,Rock,274,394,396,465
IMG_7079_MOV-14_jpg.rf.c376174fe0fdb56f914e36b99cda266a.jpg,640,640,Rock,113,176,422,433


0114_png.rf.c3934ce718676d8ae40d362695eb3966.jpg,640,640,Paper,264,327,344,456
0114_png.rf.c3934ce718676d8ae40d362695eb3966.jpg,640,640,Rock,509,318,563,436
zoom_tests_RockPaperScissors-mohamed_mp4-66_jpg.rf.c3bb2fd24a09ed46c6fe686acadbb5fd.jpg,640,640,Rock,504,127,626,394
egohands-public-1624563410409_png_jpg.rf.c3ae24836519ec337295161bef2f0535.jpg,640,640,Scissors,394,273,638,459

egohands-public-1624377516624_png_jpg.rf.c3d0a18e113e60cc96f88dd4a1e71e10.jpg,640,640,Scissors,278,292,594,554
IMG_5567_mp4-72_jpg.rf.c3c6751009b9e0b3130cf660fb35f641.jpg,640,640,Paper,317,360,528,486

youtube-128_jpg.rf.c3e1f319dd016611ae068a054517fd64.jpg,640,640,Paper,32,216,266,341
youtube-128_jpg.rf.c3e1f319dd016611ae068a054517fd64.jpg,640,640,Paper,302,147,539,306
IMG_7077_MOV-187_jpg.rf.c423b8f343adce91356a83688f4bb0ef.jpg,640,640,Paper,240,322,410,425
IMG_7077_MOV-187_jpg.rf.c423b8f343adce91356a83688f4bb0ef.jpg,640,640,Paper,47,403,182,486

zoom_tests_RockPaperScissors-mohamed_mp4-120_jpg.rf.c4146fc4eab114c93a3b070bc7466977.jpg,640,640,Paper,304,264,639,640
0159_png.rf.c43aa96a5acf406905bdc08a3a51fdc8.jpg,640,640,Scissors,154,492,242,596
0159_png.rf.c43aa96a5acf406905bdc08a3a51fdc8.jpg,640,640,Paper,266,431,373,546
IMG_7043_MOV-134_jpg.rf.c40b4f503bba23af94f4950ffed21f7c.jpg,640,640,Paper,21,364,468,574
IMG_5567_mp4-71_jpg.rf.c3fd46578f58312d8c4e8fbc726cf4fe.jpg,640,640,Paper,148,374,353,508



0249_png.rf.c4516634b5fd6b6f7edddd85afffa59a.jpg,640,640,Paper,229,422,335,539
0249_png.rf.c4516634b5fd6b6f7edddd85afffa59a.jpg,640,640,Scissors,347,456,450,562
egohands-public-1620849870898_png_jpg.rf.c46f8127e6e089eda1fc5ae885c8e25f.jpg,640,640,Paper,38,82,320,460
Screen-Recording-2023-03-11-at-9_48_18-PM_mov-12_jpg.rf.c47b0351a97533c77d4a1e9ac090027c.jpg,640,640,Scissors,205,445,383,614
egohands-public-1620852243736_png_jpg.rf.c48415f3b3775320bf4f1f19d6b6373e.jpg,640,640,Scissors,0,295,171,465





Screen-Recording-2023-03-11-at-9_48_18-PM_mov-297_jpg.rf.c50b6d960b35fdcb7384d28f5fcb4a37.jpg,640,640,Scissors,327,367,373,409
Screen-Recording-2023-03-11-at-9_48_18-PM_mov-297_jpg.rf.c50b6d960b35fdcb7384d28f5fcb4a37.jpg,640,640,Paper,299,398,408,466
egohands-public-1624035524664_png_jpg.rf.c5297df8f3c1943e18ab8fb546784523.jpg,640,640,Rock,61,129,270,432


egohands-public-1627056106312_png_jpg.rf.c4a4f5c5ef106c47b408e1f98cf0b4ab.jpg,640,640,Paper,169,405,393,541
Screen-Recording-2023-03-11-at-9_48_18-PM_mov-200_jpg.rf.c52fc26c92aeaa6d1be2d85e5663ea9f.jpg,640,640,Rock,363,271,389,323
Screen-Recording-2023-03-11-at-9_48_18-PM_mov-200_jpg.rf.c52fc26c92aeaa6d1be2d85e5663ea9f.jpg,640,640,Rock,250,262,271,297
IMG_7077_MOV-18_jpg.rf.c4915ef7c79f6f709a4dd6e2d6654e26.jpg,640,640,Rock,78,0,164,184
IMG_7079_MOV-48_jpg.rf.c53d8d67c8a47c200a5339c3a6042cdd.jpg,640,640,Paper,130,236,640,531

youtube-35_jpg.rf.c539bc01278472f91d6d3ce52eecf5e1.jpg,640,640,Paper,122,38,456,549
egohands-public-1625254238022_png_jpg.rf.c54f5e25b94d4c53456e8eab151d8b2b.jpg,640,640,Rock,123,337,349,569

egohands-public-1628521096427_png_jpg.rf.c561e070c459c63fe276a231dcf4cc3d.jpg,640,640,Scissors,347,356,640,640
IMG_7043_MOV-27_jpg.rf.c571ea671a2e931c2304cb1a75e3981c.jpg,640,640,Scissors,0,187,388,531
egohands-public-1626386616403_png_jpg.rf.c583216e2b4f154c3599e4f560aa9568.jpg,640,640,Scissors,192,340,553,632
IMG_5567_mp4-34_jpg.rf.c57fdbbeb34250aa56369438953328aa.jpg,640,640,Rock,322,362,425,426
youtube-35_jpg.rf.c57b81954b31a59fa8cf703a9f6a6fd5.jpg,640,640,Scissors,152,168,506,440
zoom_tests_RockPaperScissors-mohamed_mp4-144_jpg.rf.c569d420e0afe7584f534c62198402ec.jpg,640,640,Paper,190,213,381,640
IMG_5567_mp4-172_jpg.rf.c56b3ee04cfced891bd33a8015c66099.jpg,640,640,Paper,295,394,548,459
IMG_7079_MOV-28_jpg.rf.c5846f0915549002ca37874aa074997a.jpg,640,640,Paper,69,160,627,478

egohands-public-1624053435544_png_jpg.rf.c58a54c30d56f1801d8046495582138f.jpg,640,640,Paper,213,479,473,616
IMG_7079_MOV-125_jpg.rf.c590018d8b96f7caaf02bce8f68a7cdd.jpg,640,640,Scissors,377,21,625,312
youtube-42_jpg.rf.c583ec1173282fecdf970d304abbc730.jpg,640,640,Scissors,187,120,555,590
IMG_7077_MOV-155_jpg.rf.c5a47ac7332add9c58bbb1c2f0bd8c30.jpg,640,640,Rock,366,318,436,454

Screen-Shot-2022-02-16-at-11-18-08-AM-2-_png.rf.c59471ed5f1e812118ee888581058ff9.jpg,640,640,Scissors,428,334,554,623
youtube-52_jpg.rf.c5cb0c9dd235d016802d1357cb5bfd56.jpg,640,640,Rock,7,0,150,226
youtube-52_jpg.rf.c5cb0c9dd235d016802d1357cb5bfd56.jpg,640,640,Scissors,313,207,579,450


0028_png.rf.c604740d43243199416811e5d9ae69aa.jpg,640,640,Scissors,397,278,449,407
0028_png.rf.c604740d43243199416811e5d9ae69aa.jpg,640,640,Scissors,239,418,345,506
egohands-public-1626201610883_png_jpg.rf.c5f24c2100623079e863bf31e5946688.jpg,640,640,Rock,26,354,490,640
egohands-public-1626808614829_png_jpg.rf.c5e196a4154b7f238b0ac24e8e5cd68e.jpg,640,640,Scissors,0,395,369,640
0003_png.rf.c5f551008966064ae4c370591c971d83.jpg,640,640,Rock,340,521,410,631
0003_png.rf.c5f551008966064ae4c370591c971d83.jpg,640,640,Rock,206,399,274,521
egohands-public-1622127406306_png_jpg.rf.c618552a38af63841c369d0c7b8fb983.jpg,640,640,Rock,201,275,343,480

egohands-public-1624561277902_png_jpg.rf.c615972235b08ad09ef77d75dc5e730e.jpg,640,640,Paper,297,313,570,484
egohands-public-1627056100827_png_jpg.rf.c60585013f15df37ccc817f83d691412.jpg,640,640,Rock,253,412,385,559
IMG_7079_MOV-7_jpg.rf.c63dd8698544b1c40cdf23e87a4af789.jpg,640,640,Rock,20,266,320,497
egohands-public-1624576228343_png_jpg.rf.c6479fdf5d68d6165a5ec5d7fed1518f.jpg,640,640,Scissors,11,163,263,353
egohands-public-1623336375959_png_jpg.rf.c632c83ed52da11b2db39fd9cb487cd3.jpg,640,640,Rock,122,209,289,388
JWitt-RCP_mp4-61_jpg.rf.c6554ff649a130d1bfa472d36f01e46c.jpg,640,640,Scissors,146,0,546,328
IMG_7043_MOV-51_jpg.rf.c61bd17040b8747e2c2cc73e5cdf0300.jpg,640,640,Scissors,183,402,638,640
egohands-public-1624576222410_png_jpg.rf.c62889be71dfd055a59c1ff701dcfddd.jpg,640,640,Paper,213,428,419,552
egohands-public-1623358711854_png_jpg.rf.c66dc4c34605c07c76b125e212a38dfa.jpg,640,640,Scissors,304,159,618,489
egohands-public-1624972106858_png_jpg.rf.c66a74f2d3d5a64c401f2eda73757560.jpg,640,640,Rock,187,360,357,535
zoom_tests_RockPaperScissors-mohamed_mp4-177_jpg.rf.c69464a84cb0bef82ecdfcda7b12cd4b.jpg,640,640,Scissors,163,286,411,640

JWitt-RCP_mp4-58_jpg.rf.c6a435e50f0e09da8e35a05f9c775250.jpg,640,640,Scissors,51,212,420,475
egohands-public-1621214690313_png_jpg.rf.c6ab57d9984b1f466f5191012a492a71.jpg,640,640,Rock,179,398,282,520
egohands-public-1623712816394_png_jpg.rf.c6a80c4796f98c69e8fb79c6a822cf2f.jpg,640,640,Scissors,88,328,278,475
egohands-public-1625070455958_png_jpg.rf.c69f7a5c46304fa4b101db1ce37050a9.jpg,640,640,Scissors,0,309,202,504
egohands-public-1625070455958_png_jpg.rf.c69f7a5c46304fa4b101db1ce37050a9.jpg,640,640,Paper,277,3,390,95


youtube-54_jpg.rf.c6d07f2e84993441f970118ba852b04c.jpg,640,640,Rock,89,218,219,475
youtube-54_jpg.rf.c6d07f2e84993441f970118ba852b04c.jpg,640,640,Rock,311,242,562,474

youtube-123_jpg.rf.c6d12ed92736cd0a9cdfa11870b3d14c.jpg,640,640,Rock,110,89,236,300
youtube-123_jpg.rf.c6d12ed92736cd0a9cdfa11870b3d14c.jpg,640,640,Rock,445,80,570,313

egohands-public-1622127401153_png_jpg.rf.c6d537842e97163a3736df4c93f29675.jpg,640,640,Paper,301,56,610,407

zoom_tests_RockPaperScissors-mohamed_mp4-138_jpg.rf.c70fcb29e1363a3cef5d018d3331a6d1.jpg,640,640,Paper,310,132,522,640



egohands-public-1624550312900_png_jpg.rf.c726c053e201765862fb19a6d7ba702f.jpg,640,640,Scissors,250,354,599,640
JWitt-RCP_mp4-68_jpg.rf.c6ebf7cc8fe75bb4129dc94cf942cccc.jpg,640,640,Paper,0,122,433,376


egohands-public-1623941924631_png_jpg.rf.c72efe9a29e8e81a29aacbeb303b0053.jpg,640,640,Scissors,268,371,628,640

egohands-public-1624035524664_png_jpg.rf.c74d871b4984d7dfa5afc6d4d706d4aa.jpg,640,640,Rock,364,133,581,447
0260_png.rf.c76528ae66f476119ac6a3eca149da1e.jpg,640,640,Rock,386,328,445,457
0260_png.rf.c76528ae66f476119ac6a3eca149da1e.jpg,640,640,Rock,170,444,231,586



zoom_tests_RockPaperScissors-mohamed_mp4-159_jpg.rf.c773444a69a265e99ffb6393434fc306.jpg,640,640,Paper,122,144,336,626

IMG_7043_MOV-49_jpg.rf.c781b78665645c8acb3a3ec963f2c94a.jpg,640,640,Scissors,220,278,637,578
IMG_7043_MOV-185_jpg.rf.c775a85dfa25acad339ee94b155c0fcc.jpg,640,640,Rock,440,382,640,595

egohands-public-1625756316102_png_jpg.rf.c78c2fde4fec5b6ebd18e24dc6c98230.jpg,640,640,Rock,134,260,314,451
egohands-public-1620850535822_png_jpg.rf.c7c8487818dfb40d69be1d28c4a3d835.jpg,640,640,Paper,164,446,367,582
egohands-public-1625679150457_png_jpg.rf.c77ae012eaa3bb4f5bc3e05f4359bd74.jpg,640,640,Paper,47,254,275,394
0254_png.rf.c80039e39d062e9bd74d678dbb7ebc06.jpg,640,640,Rock,384,336,445,469
0254_png.rf.c80039e39d062e9bd74d678dbb7ebc06.jpg,640,640,Rock,133,346,194,455


IMG_5567_mp4-114_jpg.rf.c81afc056e819e311babc2738e427b9a.jpg,640,640,Rock,287,394,404,463
youtube-110_jpg.rf.c82a007f863f5806415eb8412bf8608f.jpg,640,640,Rock,16,197,156,441
youtube-110_jpg.rf.c82a007f863f5806415eb8412bf8608f.jpg,640,640,Rock,396,161,533,378
zoom_tests_RockPaperScissors-mohamed_mp4-229_jpg.rf.c800a63f6d48b033df10e61f4505b128.jpg,640,640,Scissors,375,243,628,606
zoom_tests_RockPaperScissors-mohamed_mp4-96_jpg.rf.c80fe96fcca7e167cad107694c413880.jpg,640,640,Rock,464,154,587,405


egohands-public-1620914956722_png_jpg.rf.c822429ad40e2992e7127ff92685b61d.jpg,640,640,Paper,137,381,376,560



Screen-Shot-2022-02-14-at-1-09-20-PM_png.rf.c8645213fa8e1bc2fdcce2f2f4a718ac.jpg,640,640,Scissors,0,171,235,519
IMG_5636_MOV-26_jpg.rf.c88fc46483b3ac5ceec405e722da30fe.jpg,640,640,Rock,91,342,235,456
youtube-91_jpg.rf.c88d702fd0477a028dcd8d9cedf94e66.jpg,640,640,Rock,444,113,609,336
youtube-91_jpg.rf.c88d702fd0477a028dcd8d9cedf94e66.jpg,640,640,Scissors,61,83,338,282
egohands-public-1626355938936_png_jpg.rf.c8aaf9c46af1a646b0886402d733dbd4.jpg,640,640,Scissors,1,430,278,637
JWitt-RCP_mp4-26_jpg.rf.c86e8aab97e7b09ae597b6125f770f1f.jpg,640,640,Rock,0,173,360,355

JWitt-RCP_mp4-63_jpg.rf.c893e1db08f5ffdd6e560e6c02b6c5d4.jpg,640,640,Scissors,0,181,475,468
youtube-8_jpg.rf.c8dcec77d9cfd12e84fc1daeff239b6a.jpg,640,640,Rock,71,204,233,434
youtube-8_jpg.rf.c8dcec77d9cfd12e84fc1daeff239b6a.jpg,640,640,Scissors,338,155,629,465
zoom_tests_RockPaperScissors-mohamed_mp4-171_jpg.rf.c8e3bd7c22035f915dc01161af481215.jpg,640,640,Paper,289,174,434,553

IMG_7043_MOV-9_jpg.rf.c9120ce661c4bde4de5d0ff51da1e06c.jpg,640,640,Scissors,260,394,640,640
Screen-Shot-2021-05-12-at-3-33-32-PM_png_jpg.rf.c9211fcbb6afc6454f2afd247ca6ab2c.jpg,640,640,Paper,285,308,389,486
Screen-Shot-2022-02-16-at-11-18-18-AM-2-_png.rf.c9012614daca2a9362779d0ee6e1cd85.jpg,640,640,Paper,377,388,472,636
IMG_5567_mp4-131_jpg.rf.c92810829ec59918449b122f4d7aa03c.jpg,640,640,Rock,44,449,210,529
egohands-public-1625860380346_png_jpg.rf.c92729207bfa19c9260345bfd6b23c75.jpg,640,640,Scissors,0,316,228,524
zoom_tests_RockPaperScissors-mohamed_mp4-186_jpg.rf.c934852599cb408914dc853de7d9eee9.jpg,640,640,Scissors,0,186,201,640
egohands-public-1620914957967_png_jpg.rf.c86137a71648e320c0dcaed1133addac.jpg,640,640,Paper,114,413,361,513


IMG_7077_MOV-5_jpg.rf.c93812f064d05ae7cf56534cbb21a1de.jpg,640,640,Rock,484,197,596,373
IMG_7077_MOV-5_jpg.rf.c93812f064d05ae7cf56534cbb21a1de.jpg,640,640,Rock,268,267,366,422


egohands-public-1624053434391_png_jpg.rf.c93be74fe273a895a7194723bfff4ec4.jpg,640,640,Paper,105,375,422,545
egohands-public-1625756300963_png_jpg.rf.c9839a6809dc9ab1f2070c14a676e312.jpg,640,640,Rock,252,372,435,566


20220216_220847_jpg.rf.c96f849ac1c9940ea0cd805672cecb61.jpg,640,640,Scissors,236,372,552,545
IMG_7079_MOV-45_jpg.rf.c990c3fdbf66c673452b57edf18add84.jpg,640,640,Paper,0,0,516,216

egohands-public-1625012651123_png_jpg.rf.c9b00a6646eb3cce34b82f4bb6bda672.jpg,640,640,Paper,391,395,586,513



egohands-public-1622730819751_png_jpg.rf.c9c525784a65b23a02655462b041b6a4.jpg,640,640,Scissors,394,104,640,392
Photo-on-2-16-22-at-10-19-AM-3_jpg.rf.c9e4b36ae464a2dd2d71661caf4eb99d.jpg,640,640,Rock,427,281,520,435


zoom_tests_RockPaperScissors-mohamed_mp4-177_jpg.rf.c9ea96d3709458406a81240415d30999.jpg,640,640,Scissors,178,284,387,640
egohands-public-1622730823329_png_jpg.rf.c9e365242d4559ea4210839069d3b699.jpg,640,640,Rock,385,397,639,640
egohands-public-1625151620837_png_jpg.rf.c9d121c653fea1888c2d3fa3ddd4fdb7.jpg,640,640,Rock,502,250,640,448
Photo-on-2-16-22-at-10-18-AM_jpg.rf.c9f4a3fa8d61cdee501d585a350834ba.jpg,640,640,Rock,145,387,251,597
youtube-92_jpg.rf.ca04e6f8f8e611c69ba133b759209cd5.jpg,640,640,Rock,74,146,219,342
youtube-92_jpg.rf.ca04e6f8f8e611c69ba133b759209cd5.jpg,640,640,Scissors,312,119,555,294
egohands-public-1622746668863_png_jpg.rf.ca4189080868fc20269849b31ca402c2.jpg,640,640,Rock,105,314,230,480
IMG_7043_MOV-204_jpg.rf.ca3049ed42def4d1c33e82d0572ea57b.jpg,640,640,Scissors,219,291,640,640
egohands-public-1625070647266_png_jpg.rf.ca77cc5f32681aa46c4cec8d6983a1c5.jpg,640,640,Rock,430,218,601,434
egohands-public-1626201610883_png_jpg.rf.ca4d499298ac4b9838ad2aa9c0f51049.jpg,640,640,Rock,55,325,473,620

IMG_5636_MOV-60_jpg.rf.ca49a0effbce9803d6c7a2399b0a8b5a.jpg,640,640,Rock,35,373,193,464
IMG_5636_MOV-60_jpg.rf.ca49a0effbce9803d6c7a2399b0a8b5a.jpg,640,640,Paper,286,341,543,453
Screen-Shot-2022-02-08-at-12-59-24-PM_png.rf.cab6dc56f3f2738106bedac4d292d174.jpg,640,640,Rock,51,249,125,392


egohands-public-1625679145504_png_jpg.rf.cabdcdc376dab032cedc737a3c06259c.jpg,640,640,Scissors,192,339,509,602


zoom_tests_RockPaperScissors-mohamed_mp4-63_jpg.rf.cb13fb831b29aa7c7a5f3f988c4a6a7c.jpg,640,640,Rock,430,332,529,557

egohands-public-1625254246946_png_jpg.rf.caf0bdc4cd928c53de92efb502f3c5fd.jpg,640,640,Scissors,411,150,632,394
egohands-public-1623336392609_png_jpg.rf.cb082f5cb9d00938418a68a9bf42682b.jpg,640,640,Paper,258,252,608,403




youtube-39_jpg.rf.cb34ee41e6f66fdc71f67f66d276a2ad.jpg,640,640,Scissors,143,174,518,464
IMG_7079_MOV-54_jpg.rf.cb28c9b7173ed5e0b1443f4668c388fb.jpg,640,640,Paper,292,156,640,389

IMG_7079_MOV-59_jpg.rf.cb425b36efd76daca2871753b55137e0.jpg,640,640,Paper,231,350,610,579


IMG_5567_mp4-93_jpg.rf.cb58a154ebbf29f9852cd74fa8cf4fc3.jpg,640,640,Paper,216,340,388,452

zoom_tests_RockPaperScissors-mohamed_mp4-221_jpg.rf.cb5b46103af697d9017ff59c9160178c.jpg,640,640,Scissors,417,227,601,640
JWitt-RCP_mp4-21_jpg.rf.cb591c64847ebb1b055ff2d65bc1bb39.jpg,640,640,Rock,0,111,271,273

Screen-Recording-2023-03-11-at-9_48_18-PM_mov-152_jpg.rf.cb7544cd93f876ae7e242e5f8062523c.jpg,640,640,Rock,336,170,372,273
Screen-Recording-2023-03-11-at-9_48_18-PM_mov-152_jpg.rf.cb7544cd93f876ae7e242e5f8062523c.jpg,640,640,Rock,161,253,193,311

egohands-public-1624550297060_png_jpg.rf.cb970057947d56226afbb66294028ebe.jpg,640,640,Rock,122,314,282,506
egohands-public-1620852215750_png_jpg.rf.cb9a091ec7c33f2fa2d18caaab1fd6a4.jpg,640,640,Rock,494,311,631,455


IMG_5567_mp4-72_jpg.rf.cba4d3e598bf5f2eb348313a9e9accd0.jpg,640,640,Paper,103,364,319,492



egohands-public-1628521101313_png_jpg.rf.cbe6b1b312449c0d0a6e121326e7402a.jpg,640,640,Rock,384,297,566,499
youtube-131_jpg.rf.cbeca517f4efde8b2c48fa9e16f038b6.jpg,640,640,Paper,0,168,227,305
youtube-131_jpg.rf.cbeca517f4efde8b2c48fa9e16f038b6.jpg,640,640,Scissors,268,55,548,262
egohands-public-1624546399884_png_jpg.rf.cbf891e868c73a8c72f3378f8aaacc29.jpg,640,640,Paper,47,300,358,442

20220216_220858_jpg.rf.cbc51590a626635dce9d6e69ad716aeb.jpg,640,640,Scissors,74,391,401,577
20220216_221837_jpg.rf.cbfc89e8fdcef72636b15dc41866379a.jpg,640,640,Rock,210,274,394,457


youtube-27_jpg.rf.cc2b9321ed5d05de9cf05ce2f3150071.jpg,640,640,Paper,225,281,640,464
zoom_tests_RockPaperScissors-mohamed_mp4-193_jpg.rf.cc3fdb9405ab8231c92ff30e71ed46be.jpg,640,640,Scissors,158,305,297,604
IMG_7077_MOV-47_jpg.rf.cc335cff867ecae53da9174c53770d3c.jpg,640,640,Scissors,313,296,437,417
IMG_7077_MOV-47_jpg.rf.cc335cff867ecae53da9174c53770d3c.jpg,640,640,Rock,184,234,280,395

youtube-79_jpg.rf.cc45857bbb3f2d7b183534e4dd648312.jpg,640,640,Rock,0,0,134,312
youtube-79_jpg.rf.cc45857bbb3f2d7b183534e4dd648312.jpg,640,640,Rock,616,0,639,174

egohands-public-1626460197027_png_jpg.rf.cc826cd461b749b680594cf1a82858d4.jpg,640,640,Rock,229,384,412,557
IMG_7043_MOV-98_jpg.rf.cc3df44f17cbb9116301d7091329aada.jpg,640,640,Rock,308,398,540,582
IMG_5567_mp4-173_jpg.rf.cc491acebb572e116f0052ca7709f50e.jpg,640,640,Paper,272,374,514,463

youtube-30_jpg.rf.cc9e91d711630ef77e0af76a5793b10b.jpg,640,640,Paper,209,246,585,410
egohands-public-1624561289672_png_jpg.rf.ccaef1de0d4992a2ff9a93a946552c7c.jpg,640,640,Rock,102,227,293,424
egohands-public-1624576225725_png_jpg.rf.ccbcbdd0c6153e61a088e64180d3e5f1.jpg,640,640,Scissors,416,218,640,431
Photo-on-2-16-22-at-10-20-AM_jpg.rf.178ef9b9087a6ec472994abf38565aa8.jpg,640,640,Scissors,58,99,464,412

egohands-public-1624035531232_png_jpg.rf.179031a94b8f2d600598130dc72a55fc.jpg,640,640,Scissors,24,206,373,527
zoom_tests_RockPaperScissors-mohamed_mp4-135_jpg.rf.17c278aedc17b10785c9c2852fd763c7.jpg,640,640,Paper,415,112,640,640
JWitt-RCP_mp4-82_jpg.rf.17c185bb2bbffd530057aa8aa69f06bb.jpg,640,640,Paper,87,134,423,297

IMG_5567_mp4-94_jpg.rf.1720e8ef433e3cdf0eee0fac6bfbc7c0.jpg,640,640,Paper,278,392,522,510
0145_png.rf.179f355eb761fc91206deaac17052be5.jpg,640,640,Rock,146,356,195,485
0145_png.rf.179f355eb761fc91206deaac17052be5.jpg,640,640,Rock,352,318,410,440

Screen-Recording-2023-03-11-at-9_48_18-PM_mov-150_jpg.rf.17cc54c5b9fca7792e7b93380328b538.jpg,640,640,Rock,232,251,256,347
zoom_tests_RockPaperScissors-mohamed_mp4-121_jpg.rf.17d889ae23eed2c850bdbd92383c420c.jpg,640,640,Paper,0,454,345,640
IMG_7079_MOV-47_jpg.rf.17122fb24f1db2f1c314e2a1cae19fe8.jpg,640,640,Paper,0,129,640,509
Screen-Recording-2023-03-11-at-9_48_18-PM_mov-285_jpg.rf.1721690e3841f6da501f770f94209785.jpg,640,640,Rock,351,349,406,489
Screen-Recording-2023-03-11-at-9_48_18-PM_mov-285_jpg.rf.1721690e3841f6da501f770f94209785.jpg,640,640,Rock,201,262,249,371



egohands-public-1623712845743_png_jpg.rf.17dde5ed33aa7811032e887d106e4612.jpg,640,640,Paper,278,479,479,607
egohands-public-1621349892971_png_jpg.rf.17cbaeda77b1e4ace7859f9e086e5907.jpg,640,640,Paper,246,532,514,640

egohands-public-1624972121557_png_jpg.rf.1780fb0a34fa2c27a40cf005efe879b0.jpg,640,640,Paper,127,303,400,443




IMG_7043_MOV-42_jpg.rf.17e19b0945343bb009563ba908a34ef3.jpg,640,640,Scissors,199,334,640,631

youtube-113_jpg.rf.17d494ba3903becda1dde592b64a253c.jpg,640,640,Rock,1,76,141,347
youtube-113_jpg.rf.17d494ba3903becda1dde592b64a253c.jpg,640,640,Rock,426,58,553,268

IMG_7079_MOV-15_jpg.rf.1803e9ec190ffd58bdc7788d7d704f71.jpg,640,640,Rock,184,61,503,317
IMG_7043_MOV-203_jpg.rf.181c2dae6554a636c032152bec62cb0d.jpg,640,640,Scissors,0,305,400,640

youtube-79_jpg.rf.18475b49d651461ef545250e52fe609b.jpg,640,640,Rock,420,86,573,307
youtube-79_jpg.rf.18475b49d651461ef545250e52fe609b.jpg,640,640,Rock,88,98,247,306
IMG_5567_mp4-32_jpg.rf.183c9eb0478537241d6f567ec9ee5348.jpg,640,640,Rock,268,416,417,508
0046_png.rf.18233eb970a630664d79f2f4e76e01b6.jpg,640,640,Scissors,286,398,391,499
0046_png.rf.18233eb970a630664d79f2f4e76e01b6.jpg,640,640,Scissors,176,344,260,467
egohands-public-1620849879879_png_jpg.rf.184e1459cbd63713f93c9c6a7f2cfefe.jpg,640,640,Scissors,280,214,543,570

